Table:CsvDropMgr,,,,
tid,name:s,group,probability,sub_group
12809203,征战-第28章-第09关-2星-二级升级材料3,128092,10000,12809203
12810201,征战-第28章-第10关-2星-铜币,128102,10000,12810201
12810202,征战-第28章-第10关-2星-战魂,128102,10000,12810202
12810203,征战-第28章-第10关-2星-三级升级材料4-1,128102,10000,12810203
12810204,,128102,1500,12810204
12901201,征战-第29章-第01关-2星-铜币,129012,10000,12901201
12901202,征战-第29章-第01关-2星-战魂,129012,10000,12901202
12902201,征战-第29章-第02关-2星-铜币,129022,10000,12902201
12902202,征战-第29章-第02关-2星-战魂,129022,10000,12902202
12903201,征战-第29章-第03关-2星-铜币,129032,10000,12903201
12903202,征战-第29章-第03关-2星-战魂,129032,10000,12903202
12904201,征战-第29章-第04关-2星-铜币,129042,10000,12904201
12904202,征战-第29章-第04关-2星-战魂,129042,10000,12904202
12905201,征战-第29章-第05关-2星-铜币,129052,10000,12905201
12905202,征战-第29章-第05关-2星-战魂,129052,10000,12905202
12905203,征战-第29章-第05关-2星-二级升级材料2,129052,10000,12905203
12906201,征战-第29章-第06关-2星-铜币,129062,10000,12906201
12906202,征战-第29章-第06关-2星-战魂,129062,10000,12906202
12907201,征战-第29章-第07关-2星-铜币,129072,10000,12907201
12907202,征战-第29章-第07关-2星-战魂,129072,10000,12907202
12908201,征战-第29章-第08关-2星-铜币,129082,10000,12908201
12908202,征战-第29章-第08关-2星-战魂,129082,10000,12908202
12909201,征战-第29章-第09关-2星-铜币,129092,10000,12909201
12909202,征战-第29章-第09关-2星-战魂,129092,10000,12909202
12909203,征战-第29章-第09关-2星-二级升级材料3,129092,10000,12909203
12910201,征战-第29章-第10关-2星-铜币,129102,10000,12910201
12910202,征战-第29章-第10关-2星-战魂,129102,10000,12910202
12910203,征战-第29章-第10关-2星-三级升级材料4-1,129102,10000,12910203
12910204,,129102,1000,12910204
13001201,征战-第30章-第01关-2星-铜币,130012,10000,13001201
13001202,征战-第30章-第01关-2星-战魂,130012,10000,13001202
13002201,征战-第30章-第02关-2星-铜币,130022,10000,13002201
13002202,征战-第30章-第02关-2星-战魂,130022,10000,13002202
13003201,征战-第30章-第03关-2星-铜币,130032,10000,13003201
13003202,征战-第30章-第03关-2星-战魂,130032,10000,13003202
13004201,征战-第30章-第04关-2星-铜币,130042,10000,13004201
13004202,征战-第30章-第04关-2星-战魂,130042,10000,13004202
13005201,征战-第30章-第05关-2星-铜币,130052,10000,13005201
13005202,征战-第30章-第05关-2星-战魂,130052,10000,13005202
13005203,征战-第30章-第05关-2星-二级升级材料2,130052,10000,13005203
13006201,征战-第30章-第06关-2星-铜币,130062,10000,13006201
13006202,征战-第30章-第06关-2星-战魂,130062,10000,13006202
13007201,征战-第30章-第07关-2星-铜币,130072,10000,13007201
13007202,征战-第30章-第07关-2星-战魂,130072,10000,13007202
13008201,征战-第30章-第08关-2星-铜币,130082,10000,13008201
13008202,征战-第30章-第08关-2星-战魂,130082,10000,13008202
13009201,征战-第30章-第09关-2星-铜币,130092,10000,13009201
13009202,征战-第30章-第09关-2星-战魂,130092,10000,13009202
13009203,征战-第30章-第09关-2星-二级升级材料3,130092,10000,13009203
13010201,征战-第30章-第10关-2星-铜币,130102,10000,13010201
13010202,征战-第30章-第10关-2星-战魂,130102,10000,13010202
13010203,征战-第30章-第10关-2星-三级升级材料4-2,130102,10000,13010203
13010204,,130102,1500,13010204
13101201,征战-第31章-第01关-2星-铜币,131012,10000,13101201
13101202,征战-第31章-第01关-2星-战魂,131012,10000,13101202
13102201,征战-第31章-第02关-2星-铜币,131022,10000,13102201
13102202,征战-第31章-第02关-2星-战魂,131022,10000,13102202
13103201,征战-第31章-第03关-2星-铜币,131032,10000,13103201
13103202,征战-第31章-第03关-2星-战魂,131032,10000,13103202
13104201,征战-第31章-第04关-2星-铜币,131042,10000,13104201
13104202,征战-第31章-第04关-2星-战魂,131042,10000,13104202
13105201,征战-第31章-第05关-2星-铜币,131052,10000,13105201
13105202,征战-第31章-第05关-2星-战魂,131052,10000,13105202
13105203,征战-第31章-第05关-2星-二级升级材料2,131052,10000,13105203
13106201,征战-第31章-第06关-2星-铜币,131062,10000,13106201
13106202,征战-第31章-第06关-2星-战魂,131062,10000,13106202
13107201,征战-第31章-第07关-2星-铜币,131072,10000,13107201
13107202,征战-第31章-第07关-2星-战魂,131072,10000,13107202
13108201,征战-第31章-第08关-2星-铜币,131082,10000,13108201
13108202,征战-第31章-第08关-2星-战魂,131082,10000,13108202
13109201,征战-第31章-第09关-2星-铜币,131092,10000,13109201
13109202,征战-第31章-第09关-2星-战魂,131092,10000,13109202
13109203,征战-第31章-第09关-2星-二级升级材料3,131092,10000,13109203
13110201,征战-第31章-第10关-2星-铜币,131102,10000,13110201
13110202,征战-第31章-第10关-2星-战魂,131102,10000,13110202
13110203,征战-第31章-第10关-2星-三级升级材料4-2,131102,10000,13110203
13110204,,131102,1000,13110204
13201201,征战-第32章-第01关-2星-铜币,132012,10000,13201201
13201202,征战-第32章-第01关-2星-战魂,132012,10000,13201202
13202201,征战-第32章-第02关-2星-铜币,132022,10000,13202201
13202202,征战-第32章-第02关-2星-战魂,132022,10000,13202202
13203201,征战-第32章-第03关-2星-铜币,132032,10000,13203201
13203202,征战-第32章-第03关-2星-战魂,132032,10000,13203202
13204201,征战-第32章-第04关-2星-铜币,132042,10000,13204201
13204202,征战-第32章-第04关-2星-战魂,132042,10000,13204202
13205201,征战-第32章-第05关-2星-铜币,132052,10000,13205201
13205202,征战-第32章-第05关-2星-战魂,132052,10000,13205202
13205203,征战-第32章-第05关-2星-二级升级材料2,132052,10000,13205203
13206201,征战-第32章-第06关-2星-铜币,132062,10000,13206201
13206202,征战-第32章-第06关-2星-战魂,132062,10000,13206202
13207201,征战-第32章-第07关-2星-铜币,132072,10000,13207201
13207202,征战-第32章-第07关-2星-战魂,132072,10000,13207202
13208201,征战-第32章-第08关-2星-铜币,132082,10000,13208201
13208202,征战-第32章-第08关-2星-战魂,132082,10000,13208202
13209201,征战-第32章-第09关-2星-铜币,132092,10000,13209201
13209202,征战-第32章-第09关-2星-战魂,132092,10000,13209202
13209203,征战-第32章-第09关-2星-二级升级材料3,132092,10000,13209203
13210201,征战-第32章-第10关-2星-铜币,132102,10000,13210201
13210202,征战-第32章-第10关-2星-战魂,132102,10000,13210202
13210203,征战-第32章-第10关-2星-四级升级材料1,132102,10000,13210203
13210204,,132102,1500,13210204
13301201,征战-第33章-第01关-2星-铜币,133012,10000,13301201
13301202,征战-第33章-第01关-2星-战魂,133012,10000,13301202
13302201,征战-第33章-第02关-2星-铜币,133022,10000,13302201
13302202,征战-第33章-第02关-2星-战魂,133022,10000,13302202
13303201,征战-第33章-第03关-2星-铜币,133032,10000,13303201
13303202,征战-第33章-第03关-2星-战魂,133032,10000,13303202
13304201,征战-第33章-第04关-2星-铜币,133042,10000,13304201
13304202,征战-第33章-第04关-2星-战魂,133042,10000,13304202
13305201,征战-第33章-第05关-2星-铜币,133052,10000,13305201
13305202,征战-第33章-第05关-2星-战魂,133052,10000,13305202
13305203,征战-第33章-第05关-2星-二级升级材料2,133052,10000,13305203
13306201,征战-第33章-第06关-2星-铜币,133062,10000,13306201
13306202,征战-第33章-第06关-2星-战魂,133062,10000,13306202
13307201,征战-第33章-第07关-2星-铜币,133072,10000,13307201
13307202,征战-第33章-第07关-2星-战魂,133072,10000,13307202
13308201,征战-第33章-第08关-2星-铜币,133082,10000,13308201
13308202,征战-第33章-第08关-2星-战魂,133082,10000,13308202
13309201,征战-第33章-第09关-2星-铜币,133092,10000,13309201
13309202,征战-第33章-第09关-2星-战魂,133092,10000,13309202
13309203,征战-第33章-第09关-2星-二级升级材料3,133092,10000,13309203
13310201,征战-第33章-第10关-2星-铜币,133102,10000,13310201
13310202,征战-第33章-第10关-2星-战魂,133102,10000,13310202
13310203,征战-第33章-第10关-2星-四级升级材料1,133102,10000,13310203
13310204,,133102,1000,13310204
13401201,征战-第34章-第01关-2星-铜币,134012,10000,13401201
13401202,征战-第34章-第01关-2星-战魂,134012,10000,13401202
13402201,征战-第34章-第02关-2星-铜币,134022,10000,13402201
13402202,征战-第34章-第02关-2星-战魂,134022,10000,13402202
13403201,征战-第34章-第03关-2星-铜币,134032,10000,13403201
13403202,征战-第34章-第03关-2星-战魂,134032,10000,13403202
13404201,征战-第34章-第04关-2星-铜币,134042,10000,13404201
13404202,征战-第34章-第04关-2星-战魂,134042,10000,13404202
13405201,征战-第34章-第05关-2星-铜币,134052,10000,13405201
13405202,征战-第34章-第05关-2星-战魂,134052,10000,13405202
13405203,征战-第34章-第05关-2星-二级升级材料2,134052,10000,13405203
13406201,征战-第34章-第06关-2星-铜币,134062,10000,13406201
13406202,征战-第34章-第06关-2星-战魂,134062,10000,13406202
13407201,征战-第34章-第07关-2星-铜币,134072,10000,13407201
13407202,征战-第34章-第07关-2星-战魂,134072,10000,13407202
13408201,征战-第34章-第08关-2星-铜币,134082,10000,13408201
13408202,征战-第34章-第08关-2星-战魂,134082,10000,13408202
13409201,征战-第34章-第09关-2星-铜币,134092,10000,13409201
13409202,征战-第34章-第09关-2星-战魂,134092,10000,13409202
13409203,征战-第34章-第09关-2星-二级升级材料3,134092,10000,13409203
13410201,征战-第34章-第10关-2星-铜币,134102,10000,13410201
13410202,征战-第34章-第10关-2星-战魂,134102,10000,13410202
13410203,征战-第34章-第10关-2星-四级升级材料1,134102,10000,13410203
13410204,,134102,1500,13410204
13501201,征战-第35章-第01关-2星-铜币,135012,10000,13501201
13501202,征战-第35章-第01关-2星-战魂,135012,10000,13501202
13502201,征战-第35章-第02关-2星-铜币,135022,10000,13502201
13502202,征战-第35章-第02关-2星-战魂,135022,10000,13502202
13503201,征战-第35章-第03关-2星-铜币,135032,10000,13503201
13503202,征战-第35章-第03关-2星-战魂,135032,10000,13503202
13504201,征战-第35章-第04关-2星-铜币,135042,10000,13504201
13504202,征战-第35章-第04关-2星-战魂,135042,10000,13504202
13505201,征战-第35章-第05关-2星-铜币,135052,10000,13505201
13505202,征战-第35章-第05关-2星-战魂,135052,10000,13505202
13505203,征战-第35章-第05关-2星-二级升级材料2,135052,10000,13505203
13506201,征战-第35章-第06关-2星-铜币,135062,10000,13506201
13506202,征战-第35章-第06关-2星-战魂,135062,10000,13506202
13507201,征战-第35章-第07关-2星-铜币,135072,10000,13507201
13507202,征战-第35章-第07关-2星-战魂,135072,10000,13507202
13508201,征战-第35章-第08关-2星-铜币,135082,10000,13508201
13508202,征战-第35章-第08关-2星-战魂,135082,10000,13508202
13509201,征战-第35章-第09关-2星-铜币,135092,10000,13509201
13509202,征战-第35章-第09关-2星-战魂,135092,10000,13509202
13509203,征战-第35章-第09关-2星-二级升级材料3,135092,10000,13509203
13510201,征战-第35章-第10关-2星-铜币,135102,10000,13510201
13510202,征战-第35章-第10关-2星-战魂,135102,10000,13510202
13510203,征战-第35章-第10关-2星-四级升级材料1,135102,10000,13510203
13510204,,135102,1000,13510204
13601201,征战-第36章-第01关-2星-铜币,136012,10000,13601201
13601202,征战-第36章-第01关-2星-战魂,136012,10000,13601202
13602201,征战-第36章-第02关-2星-铜币,136022,10000,13602201
13602202,征战-第36章-第02关-2星-战魂,136022,10000,13602202
13603201,征战-第36章-第03关-2星-铜币,136032,10000,13603201
13603202,征战-第36章-第03关-2星-战魂,136032,10000,13603202
13604201,征战-第36章-第04关-2星-铜币,136042,10000,13604201
13604202,征战-第36章-第04关-2星-战魂,136042,10000,13604202
13605201,征战-第36章-第05关-2星-铜币,136052,10000,13605201
13605202,征战-第36章-第05关-2星-战魂,136052,10000,13605202
13605203,征战-第36章-第05关-2星-二级升级材料2,136052,10000,13605203
13606201,征战-第36章-第06关-2星-铜币,136062,10000,13606201
13606202,征战-第36章-第06关-2星-战魂,136062,10000,13606202
13607201,征战-第36章-第07关-2星-铜币,136072,10000,13607201
13607202,征战-第36章-第07关-2星-战魂,136072,10000,13607202
13608201,征战-第36章-第08关-2星-铜币,136082,10000,13608201
13608202,征战-第36章-第08关-2星-战魂,136082,10000,13608202
13609201,征战-第36章-第09关-2星-铜币,136092,10000,13609201
13609202,征战-第36章-第09关-2星-战魂,136092,10000,13609202
13609203,征战-第36章-第09关-2星-二级升级材料3,136092,10000,13609203
13610201,征战-第36章-第10关-2星-铜币,136102,10000,13610201
13610202,征战-第36章-第10关-2星-战魂,136102,10000,13610202
13610203,征战-第36章-第10关-2星-四级升级材料1,136102,10000,13610203
13610204,,136102,1000,13610204
#,,,,
10307301,征战-第03章-第07关-3星-铜币,103073,10000,10307301
10307302,征战-第03章-第07关-3星-战魂,103073,10000,10307302
10307303,征战-第03章-第07关-3星-一级升级材料2,103073,10000,10307303
10307304,,103073,1000,10307304
10307305,,103073,10,10307305
10401301,征战-第04章-第01关-3星-铜币,104013,10000,10401301
10401302,征战-第04章-第01关-3星-战魂,104013,10000,10401302
10402301,征战-第04章-第02关-3星-铜币,104023,10000,10402301
10402302,征战-第04章-第02关-3星-战魂,104023,10000,10402302
10403301,征战-第04章-第03关-3星-铜币,104033,10000,10403301
10403302,征战-第04章-第03关-3星-战魂,104033,10000,10403302
10404301,征战-第04章-第04关-3星-铜币,104043,10000,10404301
10404302,征战-第04章-第04关-3星-战魂,104043,10000,10404302
10405301,征战-第04章-第05关-3星-铜币,104053,10000,10405301
10405302,征战-第04章-第05关-3星-战魂,104053,10000,10405302
10405303,征战-第04章-第05关-3星-一级升级材料1,104053,10000,10405303
10405304,,104053,1000,10405304
10405305,,104053,10,10405305
10406301,征战-第04章-第06关-3星-铜币,104063,10000,10406301
