Table:CsvEquipEnhance,,,,
tid,cost,accum_cost,critical_rate,critical_rate2
10084171,299298,10972693,100,50
10084172,306012,11271991,100,50
10084173,312764,11578003,100,50
10084174,319556,11890767,100,50
10084175,326387,12210323,100,50
10084176,333257,12536710,100,50
10084177,340166,12869967,100,50
10084178,347114,13210133,100,50
10084179,354101,13557247,100,50
10084180,361127,13911348,100,50
10084181,368192,14272475,100,50
10084182,375297,14640667,100,50
10084183,382441,15015964,100,50
10084184,389623,15398405,100,50
10084185,396845,15788028,100,50
10084186,404106,16184873,100,50
10084187,411406,16588979,100,50
10084188,418745,17000385,100,50
10084189,426123,17419130,100,50
10084190,433540,17845253,100,50
10084191,440997,18278793,100,50
10084192,448492,18719790,100,50
10084193,456027,19168282,100,50
10084194,463600,19624309,100,50
10084195,471213,20087909,100,50
10084196,478865,20559122,100,50
10084197,486556,21037987,100,50
10084198,494286,21524543,100,50
10084199,502055,22018829,100,50
10084200,513774,22520884,100,50
10084201,532596,23034658,100,50
10085001,28,0,2000,1000
10085002,29,28,2000,1000
10085003,33,57,2000,1000
10085004,40,90,2000,1000
10085005,50,130,2000,1000
10085006,64,180,2000,1000
10085007,80,244,2000,1000
10085008,100,324,2000,1000
10085009,122,424,2000,1000
10085010,148,546,2000,1000
10085011,177,694,2000,1000
10085012,209,871,2000,1000
10085013,244,1080,2000,1000
10085014,283,1324,2000,1000
10085015,324,1607,2000,1000
10085016,369,1931,2000,1000
10085017,416,2300,2000,1000
10085018,467,2716,2000,1000
10085019,521,3183,2000,1000
10085020,578,3704,2000,1000
10085021,638,4282,1500,750
10085022,702,4920,1500,750
10085023,768,5622,1500,750
10085024,838,6390,1500,750
10085025,911,7228,1500,750
10085026,986,8139,1500,750
10085027,1065,9125,1500,750
10085028,1147,10190,1500,750
10085029,1233,11337,1500,750
10085030,1321,12570,1500,750
10085031,1413,13891,1000,500
10085032,1507,15304,1000,500
10085033,1605,16811,1000,500
10085034,1706,18416,1000,500
10085035,1810,20122,1000,500
10085036,1917,21932,1000,500
10085037,2027,23849,1000,500
10085038,2141,25876,1000,500
10085039,2257,28017,1000,500
10085040,2377,30274,1000,500
10085041,2500,32651,1000,500
10085042,2625,35151,1000,500
10085043,2754,37776,1000,500
10085044,2887,40530,1000,500
10085045,3022,43417,1000,500
10085046,3160,46439,1000,500
10085047,3302,49599,1000,500
10085048,3447,52901,1000,500
10085049,3594,56348,1000,500
10085050,3745,59942,1000,500
10085051,3899,63687,1000,500
10085052,4057,67586,1000,500
10085053,4217,71643,1000,500
10085054,4380,75860,1000,500
10085055,4547,80240,1000,500
10085056,4717,84787,1000,500
10085057,4889,89504,1000,500
10085058,5065,94393,1000,500
10085059,5244,99458,1000,500
10085060,5427,104702,1000,500
10085061,5613,110129,500,250
10085062,5802,115742,500,250
10085063,5994,121544,500,250
10085064,6189,127538,500,250
10085065,6388,133727,500,250
10085066,6589,140115,500,250
10085067,6794,146704,500,250
10085068,7001,153498,500,250
10085069,7211,160499,500,250
10085070,7425,167710,500,250
10085071,7641,175135,500,250
10085072,7861,182776,500,250
10085073,8084,190637,500,250
10085074,8309,198721,500,250
10085075,8538,207030,500,250
10085076,8770,215568,500,250
10085077,9005,224338,500,250
10085078,9243,233343,500,250
10085079,9484,242586,500,250
10085080,10635,252070,500,250
10085081,12153,262705,200,100
10085082,13691,274858,200,100
10085083,15247,288549,200,100
10085084,16822,303796,200,100
10085085,18416,320618,200,100
10085086,20028,339034,200,100
10085087,21659,359062,200,100
10085088,23309,380721,200,100
10085089,24978,404030,200,100
10085090,26666,429008,200,100
10085091,28372,455674,200,100
10085092,30097,484046,200,100
10085093,31841,514143,200,100
10085094,33604,545984,200,100
10085095,35385,579588,200,100
10085096,37185,614973,200,100
10085097,39004,652158,200,100
10085098,40842,691162,200,100
10085099,42698,732004,200,100
10085100,44574,774702,200,100
10085101,46468,819276,200,100
10085102,48380,865744,200,100
10085103,50312,914124,200,100
10085104,52262,964436,200,100
10085105,54231,1016698,200,100
10085106,56219,1070929,200,100
10085107,58226,1127148,200,100
10085108,60251,1185374,200,100
10085109,62295,1245625,200,100
10085110,64358,1307920,200,100
10085111,66440,1372278,200,100
10085112,68540,1438718,200,100
10085113,70659,1507258,200,100
10085114,72797,1577917,200,100
10085115,74954,1650714,200,100
10085116,77130,1725668,200,100
10085117,79324,1802798,200,100
10085118,81537,1882122,200,100
10085119,83769,1963659,200,100
10085120,86489,2047428,200,100
10085121,89512,2133917,200,100
10085122,92560,2223429,200,100
10085123,95633,2315989,200,100
10085124,98732,2411622,200,100
10085125,101855,2510354,200,100
10085126,105003,2612209,200,100
10085127,108177,2717212,200,100
10085128,111375,2825389,200,100
10085129,114598,2936764,200,100
10085130,117847,3051362,200,100
10085131,121120,3169209,200,100
10085132,124419,3290329,200,100
10085133,127742,3414748,200,100
10085134,131091,3542490,200,100
10085135,134464,3673581,200,100
10085136,137863,3808045,200,100
10085137,141287,3945908,200,100
10085138,144735,4087195,200,100
10085139,148209,4231930,200,100
10085140,151708,4380139,200,100
10085141,155231,4531847,200,100
10085142,158780,4687078,200,100
10085143,162354,4845858,200,100
10085144,165952,5008212,200,100
10085145,169576,5174164,200,100
10085146,173225,5343740,200,100
10085147,176899,5516965,200,100
10085148,180598,5693864,200,100
10085149,184322,5874462,200,100
10085150,188071,6058784,200,100
10085151,191844,6246855,200,100
10085152,195643,6438699,200,100
10085153,199467,6634342,200,100
10085154,203316,6833809,200,100
10085155,207190,7037125,200,100
10085156,211089,7244315,200,100
10085157,215014,7455404,200,100
10085158,218963,7670418,200,100
10085159,222937,7889381,200,100
10085160,228031,8112318,200,100
10085161,234314,8340349,100,50
10085162,240637,8574663,100,50
10085163,246998,8815300,100,50
10085164,253399,9062298,100,50
10085165,259839,9315697,100,50
10085166,266317,9575536,100,50
10085167,272835,9841853,100,50
10085168,279392,10114688,100,50
10085169,285989,10394080,100,50
10085170,292624,10680069,100,50
10085171,299298,10972693,100,50
10085172,306012,11271991,100,50
10085173,312764,11578003,100,50
10085174,319556,11890767,100,50
10085175,326387,12210323,100,50
10085176,333257,12536710,100,50
10085177,340166,12869967,100,50
10085178,347114,13210133,100,50
10085179,354101,13557247,100,50
10085180,361127,13911348,100,50
10085181,368192,14272475,100,50
10085182,375297,14640667,100,50
10085183,382441,15015964,100,50
10085184,389623,15398405,100,50
10085185,396845,15788028,100,50
10085186,404106,16184873,100,50
10085187,411406,16588979,100,50
10085188,418745,17000385,100,50
10085189,426123,17419130,100,50
10085190,433540,17845253,100,50
10085191,440997,18278793,100,50
10085192,448492,18719790,100,50
10085193,456027,19168282,100,50
10085194,463600,19624309,100,50
10085195,471213,20087909,100,50
10085196,478865,20559122,100,50
10085197,486556,21037987,100,50
10085198,494286,21524543,100,50
10085199,502055,22018829,100,50
10085200,513774,22520884,100,50
10085201,532596,23034658,100,50
10086001,28,0,2000,1000
10086002,29,28,2000,1000
10086003,33,57,2000,1000
10086004,40,90,2000,1000
10086005,50,130,2000,1000
10086006,64,180,2000,1000
10086007,80,244,2000,1000
10086008,100,324,2000,1000
10086009,122,424,2000,1000
10086010,148,546,2000,1000
10086011,177,694,2000,1000
10086012,209,871,2000,1000
10086013,244,1080,2000,1000
10086014,283,1324,2000,1000
10086015,324,1607,2000,1000
10086016,369,1931,2000,1000
10086017,416,2300,2000,1000
10086018,467,2716,2000,1000
10086019,521,3183,2000,1000
10086020,578,3704,2000,1000
10086021,638,4282,1500,750
10086022,702,4920,1500,750
10086023,768,5622,1500,750
10086024,838,6390,1500,750
10086025,911,7228,1500,750
10086026,986,8139,1500,750
10086027,1065,9125,1500,750
10086028,1147,10190,1500,750
10086029,1233,11337,1500,750
10086030,1321,12570,1500,750
10086031,1413,13891,1000,500
10086032,1507,15304,1000,500
10086033,1605,16811,1000,500
10086034,1706,18416,1000,500
10086035,1810,20122,1000,500
10086036,1917,21932,1000,500
10086037,2027,23849,1000,500
10086038,2141,25876,1000,500
10086039,2257,28017,1000,500
10086040,2377,30274,1000,500
10086041,2500,32651,1000,500
10086042,2625,35151,1000,500
10086043,2754,37776,1000,500
10086044,2887,40530,1000,500
10086045,3022,43417,1000,500
10086046,3160,46439,1000,500
10086047,3302,49599,1000,500
10086048,3447,52901,1000,500
10086049,3594,56348,1000,500
10086050,3745,59942,1000,500
10086051,3899,63687,1000,500
10086052,4057,67586,1000,500
10086053,4217,71643,1000,500
10086054,4380,75860,1000,500
10086055,4547,80240,1000,500
10086056,4717,84787,1000,500
10086057,4889,89504,1000,500
10086058,5065,94393,1000,500
10086059,5244,99458,1000,500
10086060,5427,104702,1000,500
10086061,5613,110129,500,250
10086062,5802,115742,500,250
10086063,5994,121544,500,250
10086064,6189,127538,500,250
10086065,6388,133727,500,250
10086066,6589,140115,500,250
10086067,6794,146704,500,250
10086068,7001,153498,500,250
10086069,7211,160499,500,250
10086070,7425,167710,500,250
10086071,7641,175135,500,250
10086072,7861,182776,500,250
10086073,8084,190637,500,250
10086074,8309,198721,500,250
10086075,8538,207030,500,250
10086076,8770,215568,500,250
10086077,9005,224338,500,250
10086078,9243,233343,500,250
10086079,9484,242586,500,250
10086080,10635,252070,500,250
10086081,12153,262705,200,100
10086082,13691,274858,200,100
10086083,15247,288549,200,100
10086084,16822,303796,200,100
10086085,18416,320618,200,100
10086086,20028,339034,200,100
10086087,21659,359062,200,100
10086088,23309,380721,200,100
10086089,24978,404030,200,100
10086090,26666,429008,200,100
10086091,28372,455674,200,100
10086092,30097,484046,200,100
10086093,31841,514143,200,100
10086094,33604,545984,200,100
10086095,35385,579588,200,100
10086096,37185,614973,200,100
10086097,39004,652158,200,100
10086098,40842,691162,200,100
10086099,42698,732004,200,100
10086100,44574,774702,200,100
10086101,46468,819276,200,100
10086102,48380,865744,200,100
10086103,50312,914124,200,100
10086104,52262,964436,200,100
10086105,54231,1016698,200,100
10086106,56219,1070929,200,100
10086107,58226,1127148,200,100
10086108,60251,1185374,200,100
10086109,62295,1245625,200,100
10086110,64358,1307920,200,100
10086111,66440,1372278,200,100
10086112,68540,1438718,200,100
10086113,70659,1507258,200,100
10086114,72797,1577917,200,100
10086115,74954,1650714,200,100
10086116,77130,1725668,200,100
10086117,79324,1802798,200,100
10086118,81537,1882122,200,100
10086119,83769,1963659,200,100
10086120,86489,2047428,200,100
10086121,89512,2133917,200,100
10086122,92560,2223429,200,100
10086123,95633,2315989,200,100
10086124,98732,2411622,200,100
10086125,101855,2510354,200,100
10086126,105003,2612209,200,100
10086127,108177,2717212,200,100
10086128,111375,2825389,200,100
10086129,114598,2936764,200,100
10086130,117847,3051362,200,100
10086131,121120,3169209,200,100
10086132,124419,3290329,200,100
10086133,127742,3414748,200,100
10086134,131091,3542490,200,100
10086135,134464,3673581,200,100
10086136,137863,3808045,200,100
10086137,141287,3945908,200,100
10086138,144735,4087195,200,100
10086139,148209,4231930,200,100
10086140,151708,4380139,200,100
10086141,155231,4531847,200,100
10086142,158780,4687078,200,100
10086143,162354,4845858,200,100
10086144,165952,5008212,200,100
10086145,169576,5174164,200,100
10086146,173225,5343740,200,100
10086147,176899,5516965,200,100
10086148,180598,5693864,200,100
10086149,184322,5874462,200,100
10086150,188071,6058784,200,100
10086151,191844,6246855,200,100
10086152,195643,6438699,200,100
10086153,199467,6634342,200,100
10086154,203316,6833809,200,100
10086155,207190,7037125,200,100
10086156,211089,7244315,200,100
10086157,215014,7455404,200,100
10086158,218963,7670418,200,100
10086159,222937,7889381,200,100
10086160,228031,8112318,200,100
10086161,234314,8340349,100,50
10086162,240637,8574663,100,50
10086163,246998,8815300,100,50
10086164,253399,9062298,100,50
10086165,259839,9315697,100,50
10086166,266317,9575536,100,50
10086167,272835,9841853,100,50
10086168,279392,10114688,100,50
10086169,285989,10394080,100,50
10086170,292624,10680069,100,50
10086171,299298,10972693,100,50
10086172,306012,11271991,100,50
10086173,312764,11578003,100,50
10086174,319556,11890767,100,50
10086175,326387,12210323,100,50
10086176,333257,12536710,100,50
10086177,340166,12869967,100,50
10086178,347114,13210133,100,50
10086179,354101,13557247,100,50
10086180,361127,13911348,100,50
10086181,368192,14272475,100,50
10086182,375297,14640667,100,50
10086183,382441,15015964,100,50
10086184,389623,15398405,100,50
10086185,396845,15788028,100,50
10086186,404106,16184873,100,50
10086187,411406,16588979,100,50
10086188,418745,17000385,100,50
10086189,426123,17419130,100,50
10086190,433540,17845253,100,50
10086191,440997,18278793,100,50
10086192,448492,18719790,100,50
10086193,456027,19168282,100,50
10086194,463600,19624309,100,50
10086195,471213,20087909,100,50
10086196,478865,20559122,100,50
10086197,486556,21037987,100,50
10086198,494286,21524543,100,50
10086199,502055,22018829,100,50
10086200,513774,22520884,100,50
10086201,532596,23034658,100,50
10087001,34,0,2000,1000
10087002,35,34,2000,1000
10087003,40,69,2000,1000
10087004,49,109,2000,1000
10087005,61,158,2000,1000
10087006,77,219,2000,1000
10087007,97,296,2000,1000
10087008,120,393,2000,1000
10087009,148,513,2000,1000
10087010,179,661,2000,1000
10087011,214,840,2000,1000
10087012,252,1054,2000,1000
10087013,295,1306,2000,1000
10087014,341,1601,2000,1000
10087015,391,1942,2000,1000
10087016,445,2333,2000,1000
10087017,502,2778,2000,1000
10087018,563,3280,2000,1000
10087019,628,3843,2000,1000
10087020,697,4471,2000,1000
10087021,770,5168,1500,750
10087022,846,5938,1500,750
10087023,926,6784,1500,750
10087024,1010,7710,1500,750
10087025,1098,8720,1500,750
10087026,1190,9818,1500,750
10087027,1285,11008,1500,750
10087028,1384,12293,1500,750
10087029,1487,13677,1500,750
10087030,1593,15164,1500,750
10087031,1704,16757,1000,500
10087032,1818,18461,1000,500
10087033,1935,20279,1000,500
10087034,2057,22214,1000,500
10087035,2183,24271,1000,500
10087036,2312,26454,1000,500
10087037,2445,28766,1000,500
10087038,2581,31211,1000,500
10087039,2722,33792,1000,500
10087040,2866,36514,1000,500
10087041,3014,39380,1000,500
10087042,3166,42394,1000,500
10087043,3322,45560,1000,500
10087044,3481,48882,1000,500
10087045,3644,52363,1000,500
10087046,3811,56007,1000,500
10087047,3982,59818,1000,500
10087048,4156,63800,1000,500
10087049,4334,67956,1000,500
10087050,4516,72290,1000,500
10087051,4702,76806,1000,500
10087052,4892,81508,1000,500
10087053,5085,86400,1000,500
10087054,5282,91485,1000,500
10087055,5483,96767,1000,500
10087056,5688,102250,1000,500
10087057,5896,107938,1000,500
10087058,6108,113834,1000,500
10087059,6324,119942,1000,500
